2013-06-17 03:30:00.000000, ideapod, 2013-06-17 20:00:00.000000, 16:30:00, ideapod, Worked fast and furious.
2013-06-18 07:30:00.000000, ideapod, 2013-06-18 21:00:00.000000, 13:30:00, ideapod, Coded fro the demo. Demod.
2013-06-19 12:00:00.000000, ideapod, 2013-06-19 12:37:00.000000, 00:37:00, ideapod, Generic catch up for time this morning and yesterday morning.2013-06-20 07:20:12.812651, ideapod, 2013-06-20 07:20:00.000000, ideapod, 2013-06-20 07:57:00.000000, 00:37:00, ideapod, Made a thought leaders slider,added in thought leaders,fixed profile page.
2013-06-20 08:42:07.071446, ideapod, 2013-06-20 08:51:38.957629, 00:09:31, ideapod, Got the new thought leaders up,removed keola,added new Gergo picture., 
